pagamentoid,ano,mes,dia,periodo,datavencimento,datapagamento,contaid,conta,tipo,tipopagamento,valor,Pago
6031,2011,8,9,2011-08,2011-08-09,2011-08-09,24,conta-24,Fornecedor,Boleto,158.33,Pago
6032,2011,8,16,2011-08,2011-08-16,2011-08-16,24,conta-24,Fornecedor,Boleto,153.67,Pago
6033,2011,8,23,2011-08,2011-08-23,2011-08-23,24,conta-24,Fornecedor,Boleto,153.67,Pago
6079,2011,8,16,2011-08,2011-08-16,2011-08-16,36,conta-36,Fornecedor,Cheque,270.00,Pago
6080,2011,9,5,2011-09,2011-09-05,2011-09-05,76,conta-76,Fornecedor,Cheque,165.00,Pago
6081,2011,9,14,2011-09,2011-09-14,2011-09-14,76,conta-76,Fornecedor,Cheque,165.00,Pago
6082,2011,8,30,2011-08,2011-08-30,2011-08-30,7328,conta-7328,Fornecedor,Cheque,190.00,Pago
6083,2011,8,25,2011-08,2011-08-25,2011-08-25,7328,conta-7328,Fornecedor,Cheque,190.00,Pago
6084,2011,9,13,2011-09,2011-09-13,2011-09-13,7328,conta-7328,Fornecedor,Cheque,190.00,Pago
6086,2011,7,29,2011-07,2011-07-29,2011-07-29,63,conta-63,Fornecedor,Boleto,125.76,Pago
6087,2011,8,15,2011-08,2011-08-15,2011-08-15,63,conta-63,Fornecedor,Boleto,125.76,Pago
6088,2011,7,18,2011-07,2011-07-18,2011-07-18,64,conta-64,Fornecedor,Dinheiro,110.00,Pago
6089,2011,7,18,2011-07,2011-07-18,2011-07-18,248,conta-248,Fornecedor,Dinheiro,62.00,Pago
6090,2011,7,22,2011-07,2011-07-22,2011-07-22,76,conta-76,Fornecedor,Dinheiro,286.15,Pago
6091,2011,7,20,2011-07,2011-07-20,2011-07-20,76,conta-76,Fornecedor,Dinheiro,267.70,Pago
6094,2011,8,24,2011-08,2011-08-24,2011-08-24,214,conta-214,Fornecedor,Boleto,341.29,Pago
6095,2011,9,23,2011-09,2011-09-23,2011-09-23,214,conta-214,Fornecedor,Boleto,341.29,Pago
6096,2011,10,24,2011-10,2011-10-24,2011-10-24,214,conta-214,Fornecedor,Boleto,341.29,Pago
6097,2011,9,10,2011-09,2011-09-10,2011-09-10,165,conta-165,Fornecedor,Boleto,362.60,Pago
6098,2011,8,23,2011-08,2011-08-23,2011-08-23,132,conta-132,Fornecedor,Boleto,1370.14,Pago
6099,2011,8,23,2011-08,2011-08-23,2011-08-23,132,conta-132,Fornecedor,Boleto,99.80,Pago
6101,2011,8,26,2011-08,2011-08-26,2011-08-26,146,conta-146,Fornecedor,Boleto,389.16,Pago
6102,2011,7,21,2011-07,2011-07-21,2011-07-21,115,conta-115,Fornecedor,Dinheiro,98.00,Pago
6103,2011,8,26,2011-08,2011-08-26,2011-08-26,104,conta-104,Fornecedor,Dinheiro,191.22,Pago
6104,2011,7,27,2011-07,2011-07-27,2011-07-27,113,conta-113,Fornecedor,Dinheiro,23.00,Pago
6105,2011,8,27,2011-08,2011-08-27,2011-08-27,105,conta-105,Fornecedor,Dinheiro,124.55,Pago
6106,2011,7,25,2011-07,2011-07-25,2011-07-25,64,conta-64,Fornecedor,Dinheiro,54.00,Pago
6107,2011,9,21,2011-09,2011-09-21,2011-09-21,76,conta-76,Fornecedor,Cheque,200.00,Pago
6108,2011,7,28,2011-07,2011-07-28,2011-07-28,76,conta-76,Fornecedor,Dinheiro,707.20,Pago
6109,2011,7,29,2011-07,2011-07-29,2011-07-29,76,conta-76,Fornecedor,Dinheiro,302.40,Pago
6111,2011,8,22,2011-08,2011-08-22,2011-08-22,89,conta-89,Imposto,Boleto,268.29,Pago
6112,2011,8,20,2011-08,2011-08-20,2011-08-20,25,conta-25,Despesa,Boleto,310.00,Pago
6113,2011,8,10,2011-08,2011-08-10,2011-08-10,250,conta-250,Despesa,Boleto,443.43,Pago
6114,2011,8,20,2011-08,2011-08-20,2011-08-20,146,conta-146,Fornecedor,Boleto,279.89,Pago
6115,2011,9,19,2011-09,2011-09-19,2011-09-19,146,conta-146,Fornecedor,Boleto,279.89,Pago
6116,2011,10,19,2011-10,2011-10-19,2011-10-19,146,conta-146,Fornecedor,Boleto,279.98,Pago
6117,2011,9,3,2011-09,2011-09-03,2011-09-03,256,conta-256,Fornecedor,Boleto,412.30,Pago
6118,2011,10,3,2011-10,2011-10-03,2011-10-03,256,conta-256,Fornecedor,Boleto,412.30,Pago
6119,2011,11,2,2011-11,2011-11-02,2011-11-02,256,conta-256,Fornecedor,Boleto,412.30,Pago
6120,2011,9,23,2011-09,2011-09-23,2011-09-23,132,conta-132,Fornecedor,Boleto,23.08,Pago
6121,2011,9,23,2011-09,2011-09-23,2011-09-23,132,conta-132,Fornecedor,Boleto,519.80,Pago
6123,2011,8,12,2011-08,2011-08-12,2011-08-12,86,conta-86,Despesa,Debito Conta Corrente - PJ,172.53,Pago
6124,2011,8,12,2011-08,2011-08-12,2011-08-12,7,conta-7,Despesa,Boleto,184.93,Pago
6125,2011,8,29,2011-08,2011-08-29,2011-08-29,7,conta-7,Despesa,Boleto,50.69,Pago
6126,2011,9,8,2011-09,2011-09-08,2011-09-08,76,conta-76,Fornecedor,Cheque,220.00,Pago
6127,2011,9,12,2011-09,2011-09-12,2011-09-12,76,conta-76,Fornecedor,Cheque,200.00,Pago
6128,2011,9,27,2011-09,2011-09-27,2011-09-27,76,conta-76,Fornecedor,Cheque,200.00,Pago
6130,2011,8,6,2011-08,2011-08-06,2011-08-06,189,conta-189,Fornecedor,Dinheiro,200.00,Pago
6131,2011,8,6,2011-08,2011-08-06,2011-08-06,76,conta-76,Fornecedor,Dinheiro,152.30,Pago
6132,2011,8,2,2011-08,2011-08-02,2011-08-02,76,conta-76,Fornecedor,Dinheiro,225.70,Pago
6133,2011,7,21,2011-07,2011-07-21,2011-07-21,76,conta-76,Fornecedor,Dinheiro,411.80,Pago
6134,2011,8,4,2011-08,2011-08-04,2011-08-04,257,conta-257,Fornecedor,Dinheiro,231.60,Pago
6135,2011,7,26,2011-07,2011-07-26,2011-07-26,35,conta-35,Fornecedor,Dinheiro,120.00,Pago
6136,2011,9,8,2011-09,2011-09-08,2011-09-08,132,conta-132,Fornecedor,Boleto,1366.66,Pago
6137,2011,9,8,2011-09,2011-09-08,2011-09-08,132,conta-132,Fornecedor,Boleto,99.54,Pago
6138,2011,9,28,2011-09,2011-09-28,2011-09-28,132,conta-132,Fornecedor,Boleto,8.85,Pago
6139,2011,9,28,2011-09,2011-09-28,2011-09-28,132,conta-132,Fornecedor,Boleto,399.12,Pago
6140,2011,8,22,2011-08,2011-08-22,2011-08-22,73,conta-73,Fornecedor,Boleto,89.31,Pago
6141,2011,9,5,2011-09,2011-09-05,2011-09-05,73,conta-73,Fornecedor,Boleto,89.31,Pago
6142,2011,9,19,2011-09,2011-09-19,2011-09-19,73,conta-73,Fornecedor,Boleto,89.32,Pago
6143,2011,8,31,2011-08,2011-08-31,2011-08-31,20,conta-20,Divida,Boleto,100.00,Pago
6144,2011,8,31,2011-08,2011-08-31,2011-08-31,20,conta-20,Divida,Boleto,120.83,Pago
6148,2011,9,15,2011-09,2011-09-15,2011-09-15,36,conta-36,Fornecedor,Cheque,270.00,Pago
6149,2011,8,31,2011-08,2011-08-31,2011-08-31,36,conta-36,Fornecedor,Cheque,250.00,Pago
6150,2011,9,20,2011-09,2011-09-20,2011-09-20,76,conta-76,Fornecedor,Cheque,225.00,Pago
6151,2011,10,3,2011-10,2011-10-03,2011-10-03,76,conta-76,Fornecedor,Cheque,225.00,Pago
6152,2011,8,9,2011-08,2011-08-09,2011-08-09,76,conta-76,Fornecedor,Dinheiro,408.50,Pago
6153,2011,8,8,2011-08,2011-08-08,2011-08-08,259,conta-259,Fornecedor,Dinheiro,30.00,Pago
6154,2011,8,9,2011-08,2011-08-09,2011-08-09,260,conta-260,Fornecedor,Dinheiro,34.00,Pago
6155,2011,10,2,2011-10,2011-10-02,2011-10-02,35,conta-35,Fornecedor,Dinheiro,88.44,Pago
6156,2011,9,26,2011-09,2011-09-26,2011-09-26,35,conta-35,Fornecedor,Dinheiro,88.44,Pago
6157,2011,10,16,2011-10,2011-10-16,2011-10-16,35,conta-35,Fornecedor,Dinheiro,88.44,Pago
6158,2011,8,13,2011-08,2011-08-13,2011-08-13,76,conta-76,Fornecedor,Dinheiro,159.20,Pago
6159,2011,8,13,2011-08,2011-08-13,2011-08-13,201,conta-201,Fornecedor,Boleto,253.90,Pago
6160,2011,9,21,2011-09,2011-09-21,2011-09-21,240,conta-240,Fornecedor,Cheque,160.00,Pago
6161,2011,10,21,2011-10,2011-10-21,2011-10-21,240,conta-240,Fornecedor,Cheque,160.00,Pago
6162,2011,9,21,2011-09,2011-09-21,2011-09-21,76,conta-76,Fornecedor,Cheque,150.00,Pago
6163,2011,10,25,2011-10,2011-10-25,2011-10-25,76,conta-76,Fornecedor,Cheque,150.00,Pago
6164,2011,9,9,2011-09,2011-09-09,2011-09-09,24,conta-24,Fornecedor,Boleto,118.45,Pago
6165,2011,9,16,2011-09,2011-09-16,2011-09-16,24,conta-24,Fornecedor,Boleto,114.96,Pago
6166,2011,9,23,2011-09,2011-09-23,2011-09-23,24,conta-24,Fornecedor,Boleto,114.96,Pago
6168,2011,8,25,2011-08,2011-08-25,2011-08-25,13,conta-13,Despesa,Boleto,28.38,Pago
6169,2011,9,25,2011-09,2011-09-25,2011-09-25,159,conta-159,Fornecedor,Dinheiro,114.00,Pago
6170,2011,8,19,2011-08,2011-08-19,2011-08-19,123,conta-123,Fornecedor,Dinheiro,39.78,Pago
6171,2011,8,16,2011-08,2011-08-16,2011-08-16,64,conta-64,Fornecedor,Dinheiro,62.48,Pago
6172,2011,8,19,2011-08,2011-08-19,2011-08-19,76,conta-76,Fornecedor,Dinheiro,330.00,Pago
6174,2011,10,4,2011-10,2011-10-04,2011-10-04,76,conta-76,Fornecedor,Cheque,250.00,Pago
6175,2011,10,13,2011-10,2011-10-13,2011-10-13,76,conta-76,Fornecedor,Cheque,250.00,Pago
6176,2011,10,26,2011-10,2011-10-26,2011-10-26,76,conta-76,Fornecedor,Cheque,250.00,Pago
6177,2011,9,16,2011-09,2011-09-16,2011-09-16,36,conta-36,Fornecedor,Cheque,179.00,Pago
6178,2011,9,28,2011-09,2011-09-28,2011-09-28,36,conta-36,Fornecedor,Cheque,181.00,Pago
6179,2011,8,24,2011-08,2011-08-24,2011-08-24,259,conta-259,Fornecedor,Dinheiro,30.00,Pago
6180,2011,8,25,2011-08,2011-08-25,2011-08-25,76,conta-76,Fornecedor,Dinheiro,304.30,Pago
6181,2011,10,2,2011-10,2011-10-02,2011-10-02,35,conta-35,Fornecedor,Dinheiro,144.56,Pago
6182,2011,10,16,2011-10,2011-10-16,2011-10-16,35,conta-35,Fornecedor,Dinheiro,144.56,Pago
6183,2011,11,6,2011-11,2011-11-06,2011-11-06,35,conta-35,Fornecedor,Dinheiro,144.56,Pago
6185,2011,8,23,2011-08,2011-08-23,2011-08-23,76,conta-76,Fornecedor,Dinheiro,117.13,Pago
6186,2011,9,9,2011-09,2011-09-09,2011-09-09,27,conta-27,Fornecedor,Boleto,360.83,Pago
6255,2011,10,29,2011-10,2011-10-29,2011-10-29,38,conta-38,Fornecedor,Deposito Conta Corrente,203.74,Pago
6256,2011,9,14,2011-09,2011-09-14,2011-09-14,86,conta-86,Despesa,Debito Conta Corrente - PJ,147.27,Pago
6257,2011,9,14,2011-09,2011-09-14,2011-09-14,7,conta-7,Despesa,Boleto,91.85,Pago
6258,2011,9,28,2011-09,2011-09-28,2011-09-28,6,conta-6,Despesa,Boleto,49.13,Pago
6259,2011,10,28,2011-10,2011-10-28,2011-10-28,76,conta-76,Fornecedor,Cheque,150.00,Pago
6260,2011,11,10,2011-11,2011-11-10,2011-11-10,76,conta-76,Fornecedor,Cheque,150.00,Pago
6261,2011,10,20,2011-10,2011-10-20,2011-10-20,76,conta-76,Fornecedor,Cheque,150.00,Pago
6262,2011,9,9,2011-09,2011-09-09,2011-09-09,76,conta-76,Fornecedor,Dinheiro,174.45,Pago
6264,2011,8,29,2011-08,2011-08-29,2011-08-29,146,conta-146,Fornecedor,Boleto,306.36,Pago
6265,2011,8,30,2011-08,2011-08-30,2011-08-30,213,conta-213,Divida,Boleto,580.00,Pago
6266,2011,10,6,2011-10,2011-10-06,2011-10-06,24,conta-24,Fornecedor,Boleto,135.38,Pago
6267,2011,10,13,2011-10,2011-10-13,2011-10-13,24,conta-24,Fornecedor,Boleto,131.40,Pago
6268,2011,10,20,2011-10,2011-10-20,2011-10-20,24,conta-24,Fornecedor,Boleto,131.40,Pago
6269,2011,10,3,2011-10,2011-10-03,2011-10-03,24,conta-24,Fornecedor,Boleto,8.67,Pago
6270,2011,10,10,2011-10,2011-10-10,2011-10-10,24,conta-24,Fornecedor,Boleto,8.42,Pago
6271,2011,10,17,2011-10,2011-10-17,2011-10-17,24,conta-24,Fornecedor,Boleto,8.41,Pago
6272,2011,10,13,2011-10,2011-10-13,2011-10-13,207,conta-207,Fornecedor,Boleto,222.38,Pago
6273,2011,10,27,2011-10,2011-10-27,2011-10-27,207,conta-207,Fornecedor,Boleto,222.38,Pago
6274,2011,10,16,2011-10,2011-10-16,2011-10-16,207,conta-207,Fornecedor,Boleto,254.42,Pago
6275,2011,10,30,2011-10,2011-10-30,2011-10-30,207,conta-207,Fornecedor,Boleto,254.42,Pago
6276,2011,10,13,2011-10,2011-10-13,2011-10-13,132,conta-132,Fornecedor,Boleto,99.54,Pago
6277,2011,10,13,2011-10,2011-10-13,2011-10-13,132,conta-132,Fornecedor,Boleto,1366.66,Pago
6278,2011,9,22,2011-09,2011-09-22,2011-09-22,131,conta-131,Fornecedor,Boleto,194.69,Pago
6279,2011,10,22,2011-10,2011-10-22,2011-10-22,131,conta-131,Fornecedor,Boleto,194.69,Pago
6280,2011,9,26,2011-09,2011-09-26,2011-09-26,13,conta-13,Despesa,Boleto,28.62,Pago
6281,2011,9,14,2011-09,2011-09-14,2011-09-14,146,conta-146,Fornecedor,Boleto,346.87,Pago
6282,2011,9,14,2011-09,2011-09-14,2011-09-14,146,conta-146,Fornecedor,Dinheiro,87.00,Pago
6284,2011,9,16,2011-09,2011-09-16,2011-09-16,21,conta-21,Imposto,Boleto,72.81,Pago
6285,2011,9,16,2011-09,2011-09-16,2011-09-16,21,conta-21,Imposto,Boleto,8.37,Pago
6286,2011,9,16,2011-09,2011-09-16,2011-09-16,21,conta-21,Imposto,Boleto,47.71,Pago
6287,2011,9,16,2011-09,2011-09-16,2011-09-16,21,conta-21,Imposto,Boleto,21.19,Pago
6288,2011,9,16,2011-09,2011-09-16,2011-09-16,21,conta-21,Imposto,Boleto,34.67,Pago
6289,2011,9,16,2011-09,2011-09-16,2011-09-16,123,conta-123,Fornecedor,Dinheiro,39.75,Pago
6290,2011,10,31,2011-10,2011-10-31,2011-10-31,230,conta-230,Fornecedor,Dinheiro,73.00,Pago
6291,2011,10,16,2011-10,2011-10-16,2011-10-16,136,conta-136,Fornecedor,Dinheiro,83.25,Pago
6292,2011,10,10,2011-10,2011-10-10,2011-10-10,59,conta-59,Fornecedor,Dinheiro,155.00,Pago
6293,2011,10,28,2011-10,2011-10-28,2011-10-28,59,conta-59,Fornecedor,Dinheiro,155.00,Pago
6294,2011,10,31,2011-10,2011-10-31,2011-10-31,74,conta-74,Fornecedor,Dinheiro,26.85,Pago
6295,2011,10,31,2011-10,2011-10-31,2011-10-31,74,conta-74,Fornecedor,Dinheiro,26.85,Pago
6296,2011,10,23,2011-10,2011-10-23,2011-10-23,35,conta-35,Fornecedor,Dinheiro,96.52,Pago
6297,2011,11,20,2011-11,2011-11-20,2011-11-20,35,conta-35,Fornecedor,Dinheiro,96.52,Pago
6298,2011,9,12,2011-09,2011-09-12,2011-09-12,64,conta-64,Fornecedor,Dinheiro,70.00,Pago
6299,2011,10,24,2011-10,2011-10-24,2011-10-24,76,conta-76,Fornecedor,Cheque,170.00,Pago
6300,2011,11,7,2011-11,2011-11-07,2011-11-07,76,conta-76,Fornecedor,Cheque,170.00,Pago
6301,2011,12,7,2011-12,2011-12-07,2011-12-07,76,conta-76,Fornecedor,Cheque,190.00,Pago
6302,2011,11,22,2011-11,2011-11-22,2011-11-22,76,conta-76,Fornecedor,Cheque,190.00,Pago
6303,2011,9,14,2011-09,2011-09-14,2011-09-14,76,conta-76,Fornecedor,Dinheiro,264.94,Pago
6304,2011,9,13,2011-09,2011-09-13,2011-09-13,76,conta-76,Fornecedor,Dinheiro,849.85,Pago
6305,2011,9,17,2011-09,2011-09-17,2011-09-17,76,conta-76,Fornecedor,Dinheiro,391.20,Pago
6306,2011,9,14,2011-09,2011-09-14,2011-09-14,36,conta-36,Fornecedor,Dinheiro,260.00,Pago
6307,2011,10,19,2011-10,2011-10-19,2011-10-19,136,conta-136,Fornecedor,Dinheiro,206.78,Pago
6308,2011,9,30,2011-09,2011-09-30,2011-09-30,20,conta-20,Divida,Boleto,121.91,Pago
6309,2011,9,30,2011-09,2011-09-30,2011-09-30,20,conta-20,Divida,Boleto,100.00,Pago
6310,2011,11,8,2011-11,2011-11-08,2011-11-08,132,conta-132,Fornecedor,Boleto,931.96,Pago
6311,2011,11,8,2011-11,2011-11-08,2011-11-08,132,conta-132,Fornecedor,Boleto,32.40,Pago
6312,2011,10,28,2011-10,2011-10-28,2011-10-28,76,conta-76,Fornecedor,Cheque,150.00,Pago
6313,2011,11,14,2011-11,2011-11-14,2011-11-14,76,conta-76,Fornecedor,Cheque,150.00,Pago
6314,2011,11,23,2011-11,2011-11-23,2011-11-23,76,conta-76,Fornecedor,Cheque,300.00,Pago
6315,2011,11,24,2011-11,2011-11-24,2011-11-24,76,conta-76,Fornecedor,Cheque,250.00,Pago
6316,2011,12,26,2011-12,2011-12-26,2011-12-26,76,conta-76,Fornecedor,Cheque,250.00,Pago
6317,2011,10,10,2011-10,2011-10-10,2011-10-10,36,conta-36,Fornecedor,Cheque,300.00,Pago
6318,2011,9,20,2011-09,2011-09-20,2011-09-20,64,conta-64,Fornecedor,Dinheiro,44.00,Pago
6319,2011,9,20,2011-09,2011-09-20,2011-09-20,76,conta-76,Fornecedor,Dinheiro,237.40,Pago
6321,2011,9,22,2011-09,2011-09-22,2011-09-22,36,conta-36,Fornecedor,Dinheiro,174.00,Pago
6322,2011,10,28,2011-10,2011-10-28,2011-10-28,132,conta-132,Fornecedor,Boleto,99.54,Pago
6323,2011,10,28,2011-10,2011-10-28,2011-10-28,132,conta-132,Fornecedor,Boleto,1366.66,Pago
6325,2011,10,10,2011-10,2011-10-10,2011-10-10,250,conta-250,Despesa,Boleto,443.49,Pago
6326,2011,10,28,2011-10,2011-10-28,2011-10-28,214,conta-214,Fornecedor,Boleto,368.61,Pago
6327,2011,11,28,2011-11,2011-11-28,2011-11-28,214,conta-214,Fornecedor,Boleto,368.61,Pago
6328,2011,12,27,2011-12,2011-12-27,2011-12-27,214,conta-214,Fornecedor,Boleto,368.61,Pago
6330,2011,11,23,2011-11,2011-11-23,2011-11-23,76,conta-76,Fornecedor,Cheque,250.00,Pago
6331,2011,12,6,2011-12,2011-12-06,2011-12-06,76,conta-76,Fornecedor,Cheque,250.00,Pago
6332,2011,9,30,2011-09,2011-09-30,2011-09-30,76,conta-76,Fornecedor,Dinheiro,59.83,Pago
6333,2011,11,6,2011-11,2011-11-06,2011-11-06,159,conta-159,Fornecedor,Dinheiro,202.50,Pago
6334,2011,9,26,2011-09,2011-09-26,2011-09-26,36,conta-36,Fornecedor,Dinheiro,309.10,Pago
6335,2011,9,28,2011-09,2011-09-28,2011-09-28,133,conta-133,Fornecedor,Dinheiro,678.00,Pago
6336,2011,9,27,2011-09,2011-09-27,2011-09-27,146,conta-146,Fornecedor,Boleto,620.20,Pago
6337,2012,10,21,2012-10,2012-10-21,2012-10-21,104,conta-104,Fornecedor,Dinheiro,84.00,Pago
6338,2011,10,28,2011-10,2011-10-28,2011-10-28,6,conta-6,Despesa,Boleto,103.34,Pago
6339,2011,10,14,2011-10,2011-10-14,2011-10-14,7,conta-7,Despesa,Boleto,25.43,Pago
6340,2011,10,14,2011-10,2011-10-14,2011-10-14,86,conta-86,Despesa,Debito Conta Corrente - PJ,126.22,Pago
6341,2011,10,20,2011-10,2011-10-20,2011-10-20,89,conta-89,Imposto,Boleto,273.65,Pago
6344,2011,10,19,2011-10,2011-10-19,2011-10-19,73,conta-73,Fornecedor,Boleto,122.38,Pago
6345,2011,11,3,2011-11,2011-11-03,2011-11-03,73,conta-73,Fornecedor,Boleto,122.38,Pago
6346,2011,11,18,2011-11,2011-11-18,2011-11-18,73,conta-73,Fornecedor,Boleto,122.38,Pago
6347,2011,10,17,2011-10,2011-10-17,2011-10-17,63,conta-63,Fornecedor,Boleto,118.00,Pago
6348,2011,10,31,2011-10,2011-10-31,2011-10-31,63,conta-63,Fornecedor,Boleto,117.47,Pago
6349,2011,11,3,2011-11,2011-11-03,2011-11-03,132,conta-132,Fornecedor,Boleto,1366.66,Pago
6350,2011,11,3,2011-11,2011-11-03,2011-11-03,132,conta-132,Fornecedor,Boleto,99.54,Pago
6351,2011,11,23,2011-11,2011-11-23,2011-11-23,132,conta-132,Fornecedor,Boleto,289.93,Pago
6352,2011,11,23,2011-11,2011-11-23,2011-11-23,132,conta-132,Fornecedor,Boleto,4.43,Pago
6353,2011,10,20,2011-10,2011-10-20,2011-10-20,25,conta-25,Despesa,Boleto,310.00,Pago
6354,2011,10,28,2011-10,2011-10-28,2011-10-28,261,conta-261,Fornecedor,Cheque,400.00,Pago
6355,2011,11,29,2011-11,2011-11-29,2011-11-29,261,conta-261,Fornecedor,Cheque,400.00,Pago
6356,2011,10,7,2011-10,2011-10-07,2011-10-07,259,conta-259,Fornecedor,Dinheiro,30.00,Pago
6357,2011,10,4,2011-10,2011-10-04,2011-10-04,64,conta-64,Fornecedor,Dinheiro,66.00,Pago
6358,2011,10,5,2011-10,2011-10-05,2011-10-05,189,conta-189,Fornecedor,Dinheiro,70.00,Pago
6359,2011,11,13,2011-11,2011-11-13,2011-11-13,35,conta-35,Fornecedor,Dinheiro,132.38,Pago
6360,2011,11,21,2011-11,2011-11-21,2011-11-21,35,conta-35,Fornecedor,Dinheiro,132.38,Pago
6361,2011,12,11,2011-12,2011-12-11,2011-12-11,35,conta-35,Fornecedor,Dinheiro,132.38,Pago
6362,2011,10,7,2011-10,2011-10-07,2011-10-07,73,conta-73,Fornecedor,Boleto,215.31,Pago
6364,2011,10,26,2011-10,2011-10-26,2011-10-26,13,conta-13,Despesa,Boleto,30.32,Pago
6365,2011,11,1,2011-11,2011-11-01,2011-11-01,24,conta-24,Fornecedor,Boleto,127.21,Pago
6366,2011,11,8,2011-11,2011-11-08,2011-11-08,24,conta-24,Fornecedor,Boleto,123.47,Pago
6367,2011,11,15,2011-11,2011-11-15,2011-11-15,24,conta-24,Fornecedor,Boleto,123.47,Pago
6368,2011,11,3,2011-11,2011-11-03,2011-11-03,24,conta-24,Fornecedor,Boleto,34.69,Pago
6369,2011,11,10,2011-11,2011-11-10,2011-11-10,24,conta-24,Fornecedor,Boleto,33.67,Pago
6370,2011,11,17,2011-11,2011-11-17,2011-11-17,24,conta-24,Fornecedor,Boleto,33.66,Pago
6371,2011,11,9,2011-11,2011-11-09,2011-11-09,207,conta-207,Fornecedor,Boleto,308.74,Pago
6372,2011,12,7,2011-12,2011-12-07,2011-12-07,207,conta-207,Fornecedor,Boleto,308.73,Pago
6373,2011,10,11,2011-10,2011-10-11,2011-10-11,76,conta-76,Fornecedor,Dinheiro,8.90,Pago
6374,2011,10,10,2011-10,2011-10-10,2011-10-10,64,conta-64,Fornecedor,Dinheiro,25.00,Pago
6375,2011,11,23,2011-11,2011-11-23,2011-11-23,76,conta-76,Fornecedor,Cheque,240.00,Pago
6376,2011,11,29,2011-11,2011-11-29,2011-11-29,76,conta-76,Fornecedor,Cheque,240.00,Pago
6377,2011,12,13,2011-12,2011-12-13,2011-12-13,76,conta-76,Fornecedor,Cheque,240.00,Pago
6378,2011,12,13,2011-12,2011-12-13,2011-12-13,76,conta-76,Fornecedor,Cheque,250.00,Pago
6379,2011,10,17,2011-10,2011-10-17,2011-10-17,69,conta-69,Fornecedor,Cheque,1800.00,Pago
6380,2011,10,13,2011-10,2011-10-13,2011-10-13,76,conta-76,Fornecedor,Dinheiro,1190.83,Pago
6381,2011,10,14,2011-10,2011-10-14,2011-10-14,21,conta-21,Imposto,Boleto,27.22,Pago
6382,2011,12,8,2011-12,2011-12-08,2011-12-08,76,conta-76,Fornecedor,Cheque,200.00,Pago
6383,2011,12,6,2011-12,2011-12-06,2011-12-06,76,conta-76,Fornecedor,Cheque,200.00,Pago
6384,2011,12,21,2011-12,2011-12-21,2011-12-21,76,conta-76,Fornecedor,Cheque,200.00,Pago
6385,2011,11,24,2011-11,2011-11-24,2011-11-24,76,conta-76,Fornecedor,Cheque,150.00,Pago
6386,2011,12,14,2011-12,2011-12-14,2011-12-14,76,conta-76,Fornecedor,Cheque,150.00,Pago
6387,2011,12,29,2011-12,2011-12-29,2011-12-29,76,conta-76,Fornecedor,Cheque,150.00,Pago
6388,2011,11,18,2011-11,2011-11-18,2011-11-18,132,conta-132,Fornecedor,Boleto,1366.66,Pago
6389,2011,11,18,2011-11,2011-11-18,2011-11-18,132,conta-132,Fornecedor,Boleto,99.54,Pago
6390,2011,12,8,2011-12,2011-12-08,2011-12-08,132,conta-132,Fornecedor,Boleto,4.43,Pago
6391,2011,12,8,2011-12,2011-12-08,2011-12-08,132,conta-132,Fornecedor,Boleto,131.62,Pago
6392,2011,11,29,2011-11,2011-11-29,2011-11-29,49,conta-49,Fornecedor,Boleto,390.92,Pago
6393,2011,10,31,2011-10,2011-10-31,2011-10-31,20,conta-20,Divida,Boleto,122.87,Pago
6394,2011,10,31,2011-10,2011-10-31,2011-10-31,20,conta-20,Divida,Boleto,100.00,Pago
6395,2011,10,16,2011-10,2011-10-16,2011-10-16,262,conta-262,Despesa,Dinheiro,8.00,Pago
6396,2011,10,19,2011-10,2011-10-19,2011-10-19,76,conta-76,Fornecedor,Dinheiro,223.95,Pago
6397,2011,10,9,2011-10,2011-10-09,2011-10-09,69,conta-69,Fornecedor,Dinheiro,380.00,Pago
6398,2011,10,8,2011-10,2011-10-08,2011-10-08,36,conta-36,Fornecedor,Dinheiro,269.50,Pago
6399,2011,10,22,2011-10,2011-10-22,2011-10-22,76,conta-76,Fornecedor,Dinheiro,190.96,Pago
6400,2011,10,20,2011-10,2011-10-20,2011-10-20,76,conta-76,Fornecedor,Dinheiro,310.51,Pago
6401,2011,10,18,2011-10,2011-10-18,2011-10-18,213,conta-213,Divida,Boleto,2899.72,Pago
6402,2011,10,18,2011-10,2011-10-18,2011-10-18,213,conta-213,Divida,Boleto,30.26,Pago
6403,2011,10,18,2011-10,2011-10-18,2011-10-18,213,conta-213,Divida,Boleto,87.25,Pago
6405,2011,10,20,2011-10,2011-10-20,2011-10-20,201,conta-201,Fornecedor,Boleto,342.89,Pago
6406,2011,11,10,2011-11,2011-11-10,2011-11-10,250,conta-250,Despesa,Boleto,443.49,Pago
6407,2011,11,28,2011-11,2011-11-28,2011-11-28,132,conta-132,Fornecedor,Boleto,1366.66,Pago
6408,2011,11,28,2011-11,2011-11-28,2011-11-28,132,conta-132,Fornecedor,Boleto,99.54,Pago
6409,2011,12,18,2011-12,2011-12-18,2011-12-18,132,conta-132,Fornecedor,Boleto,731.28,Pago
6410,2011,12,18,2011-12,2011-12-18,2011-12-18,132,conta-132,Fornecedor,Boleto,23.54,Pago
6411,2011,12,25,2011-12,2011-12-25,2011-12-25,165,conta-165,Fornecedor,Boleto,575.22,Pago
